alphadk|Some Australian guy that developed this bot.$Use !report to tell me stuff|yellow|AlphaDK|Player
kindled-fire balm|When healing an ally with a staff, grants all allies Atk+4 for 1 turn.|purple|Kindled-Fire Balm|Special, CD:1
kindled fire balm|When healing an ally with a staff, grants all allies Atk+4 for 1 turn.|purple|Kindled-Fire Balm|Special, CD:1
luna|Resolve combat as if foe suffered Def/Res-50%.|purple|Luna|Special, CD:3
miracle|If HP > 1, survive a lethal attack with 1 HP remaining.|purple|Miracle|Special, CD:5
moonbow|Resolve combat as if foe suffered Def/Res-30%.|purple|Moonbow|Special, CD:2
new moon|Resolve combat as if foe suffered Def/Res-30%.|purple|New Moon|Special, CD:3
night sky|Grants +50% to damage dealt.|purple|Night Sky|Special, CD:3
noontime|Heal 30% of damage dealt.|purple|Noontime|Special, CD:2
high noon|Heal 30% of damage dealt.|purple|Noontime|Special, CD:2
pavise|Reduces damage inflicted by attacks from adjacent foes by 50%.|purple|Pavise|Special, CD:3
regnal astra|Boosts damage dealt by 40% of unit's Spd. (Skill cannot be inherited.)|purple|Regnal Astra|Special, CD:2
regnel astral|Boosts damage dealt by 40% of unit's Spd. (Skill cannot be inherited.)|purple|Regnal Astra|Special, CD:2
reprisal|Grants bonus to damage dealt equal to 30% of damage suffered.|purple|Reprisal|Special, CD:2
retribution|Grants bonus to damage dealt equal to 30% of damage suffered.|purple|Retribution|Special, CD:3
rising flame|Before combat this unit initiates, foes in an area near target take damage equal to (unit's Atk minus foe's Def or Res).|purple|Rising Flame|Special, CD:4
rising light|Before combat this unit initiates, foes in an area near target take damage equal to (unit's Atk minus foe's Def or Res).|purple|Rising Light|Special, CD:4
rising thunder|Before combat this unit initiates, foes in an area near target take damage equal to (unit's Atk minus foe's Def or Res).|purple|Rising Thunder|Special, CD:4
rising wind|Before combat this unit initiates, foes in an area near target take damage equal to (unit's Atk minus foe's Def or Res).|purple|Rising Wind|Special, CD:4
sacred cowl|Reduces damage inflicted by attacks from foes 2 spaces away by 30%.|purple|Sacred Cowl|Special, CD:2
sol|Heal 50% of damage dealt.|purple|Sol|Special, CD:3
solid-earth balm|When healing an ally with a staff, grants all allies Def+4 for 1 turn.|purple|Solid-Earth Balm|Special, CD:1
solid earth balm|When healing an ally with a staff, grants all allies Def+4 for 1 turn.|purple|Solid-Earth Balm|Special, CD:1
still-water balm|When healing an ally with a staff, grants all allies Res+4 for 1 turn.|purple|Still-Water Balm|Special, CD:1
still water balm|When healing an ally with a staff, grants all allies Res+4 for 1 turn.|purple|Still-Water Balm|Special, CD:1
swift-winds balm|When healing an ally with a staff, grants all allies Spd+4 for 1 turn.|purple|Swift-Winds Balm|Special, CD:1
swift winds balm|When healing an ally with a staff, grants all allies Spd+4 for 1 turn.|purple|Swift-Winds Balm|Special, CD:1
vengeance|Grants bonus to damage dealt equal to 50% of damage suffered.|purple|Vengeance|Special, CD:3
armored blow 1|Grants Def+2 during combat if unit initiates the attack.|orange|Armored Blow 1|A Skill
armored blow 2|Grants Def+4 during combat if unit initiates the attack.|orange|Armored Blow 2|A Skill
armored blow 3|Grants Def+6 during combat if unit initiates the attack.|orange|Armored Blow 3|A Skill
armored blow|Grants Def+6 during combat if unit initiates the attack.|orange|Armored Blow 3|A Skill
armoured blow 1|Grants Def+2 during combat if unit initiates the attack.|orange|Armored Blow 1|A Skill
armoured blow 2|Grants Def+4 during combat if unit initiates the attack.|orange|Armored Blow 2|A Skill
armoured blow 3|Grants Def+6 during combat if unit initiates the attack.|orange|Armored Blow 3|A Skill
armoured blow|Grants Def+6 during combat if unit initiates the attack.|orange|Armored Blow 3|A Skill
attack def +1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
attack def +2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack def 1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
attack def 2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
atk def +1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
atk def +2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
atk def 1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
atk def 2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack defense +1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
attack defense +2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack defense 1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
attack defense 2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack def+1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
attack def+2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
atk def+1|Grants Atk/Def+1|orange|Attack Def+1|A Skill
atk def+2|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack def|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack defense|Grants Atk/Def+2|orange|Attack Def+2|A Skill
atk def|Grants Atk/Def+2|orange|Attack Def+2|A Skill
attack +1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
attack 1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
atk +1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
atk 1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
attack+1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
atk+1|Grants Atk+1.|orange|Attack +1|A Skill & Sacred Seal
attack +2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
attack 2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
atk +2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
atk 2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
attack+2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
atk+2|Grants Atk+2.|orange|Attack +2|A Skill & Sacred Seal
attack +3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
attack 3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
atk +3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
atk 3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
attack+3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
atk+3|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
attack|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
atk|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
attack plus|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
atk plus|Grants Atk+3.|orange|Attack +3|A Skill & Sacred Seal
attack res 1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack res +1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack res+1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack resistance 1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack resistance +1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack resistance+1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
atk res 1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
atk res +1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
atk res+1|Grants Atk/Res+1.|orange|Attack Res 1|A Skill
attack res 2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack res +2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack res+2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack resistance 2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack resistance +2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack resistance+2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
atk res 2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
atk res +2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
atk res+2|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack res|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
attack resistance|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
atk res|Grants Atk/Res+2.|orange|Attack Res 2|A Skill
atk spd 1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack spd 1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack speed 1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
atk spd +1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
atk spd+1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack spd +1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack spd+1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack speed +1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
attack speed+1|Grants Atk/Spd+1|orange|Atk Spd 1|A Skill
atk spd 2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack spd 2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack speed 2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
atk spd +2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
atk spd+2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack spd +2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack spd+2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack speed +2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack speed+2|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
atk spd|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack spd|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
attack speed|Grants Atk/Spd+2|orange|Atk Spd 2|A Skill
close counter|Enables unit to counterattack regardless of distance to attacker.|orange|Close Counter|A Skill
cc|Enables unit to counterattack regardless of distance to attacker.|orange|Close Counter|A Skill
close def 1|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+2 during combat.|orange|Close Def 1|A Skill
close defense 1|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+2 during combat.|orange|Close Def 1|A Skill
close def 2|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+4 during combat.|orange|Close Def 2|A Skill
close defense 2|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+4 during combat.|orange|Close Def 2|A Skill
close def 3|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+6 during combat.|orange|Close Def 3|A Skill
close defense 3|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+6 during combat.|orange|Close Def 3|A Skill
close def|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+6 during combat.|orange|Close Def 3|A Skill
close defense|If unit is attacked by foe using sword, axe, lance, or dragonstone, unit receives Def/Res+6 during combat.|orange|Close Def 3|A Skill
darting blow 1|Grants Spd+2 during combat if unit initiates the attack.|orange|Darting Blow 1|A Skill
darting blow 2|Grants Spd+4 during combat if unit initiates the attack.|orange|Darting Blow 2|A Skill
darting blow 3|Grants Spd+6 during combat if unit initiates the attack.|orange|Darting Blow 3|A Skill
darting blow|Grants Spd+6 during combat if unit initiates the attack.|orange|Darting Blow 3|A Skill
death blow 1|Grants Atk+2 during combat if unit initiates the attack.|orange|Death Blow 1|A Skill
death blow 2|Grants Atk+4 during combat if unit initiates the attack.|orange|Death Blow 2|A Skill
death blow 3|Grants Atk+6 during combat if unit initiates the attack.|orange|Death Blow 3|A Skill
death blow|Grants Atk+6 during combat if unit initiates the attack.|orange|Death Blow 3|A Skill
db3|Darting Blow 3: Grants Spd+6 during combat if unit initiates attack.$Death Blow 3: Grants Atk+6 during combat if unit initiates the attack.|orange|Darting/Death Blow 3|A Skills
defense +1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
defense+1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
defense 1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
def +1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
def+1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
def 1|Grants Def+1.|orange|Defense +1|A Skill & Sacred Seal
defense +2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
defense+2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
defense 2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
def +2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
def+2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
def 2|Grants Def+2.|orange|Defense +2|A Skill & Sacred Seal
defense +3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
defense+3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
defense 3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
def +3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
def+3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
def 3|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
defense|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
def|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
defense plus|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
def plus|Grants Def+3.|orange|Defense +3|A Skill & Sacred Seal
defiant atk 1|Grants Atk+3 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 1|A Skill
defiant attack 1|Grants Atk+3 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 1|A Skill
defiant atk 2|Grants Atk+5 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 2|A Skill
defiant attack 2|Grants Atk+5 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 2|A Skill
defiant atk 3|Grants Atk+7 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 3|A Skill
defiant attack 3|Grants Atk+7 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 3|A Skill
defiant atk|Grants Atk+7 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 3|A Skill
defiant attack|Grants Atk+7 at start of turn if unit's HP <= 50%.|orange|Defiant Atk 3|A Skill
defiant def 1|Grants Def+3 at start of turn if unit's HP <= 50%.|orange|Defiant Def 1|A Skill
defiant defense 1|Grants Def+3 at start of turn if unit's HP <= 50%.|orange|Defiant Def 1|A Skill
defiant def 2|Grants Def+5 at start of turn if unit's HP <= 50%.|orange|Defiant Def 2|A Skill
defiant defense 2|Grants Def+5 at start of turn if unit's HP <= 50%.|orange|Defiant Def 2|A Skill
defiant def 3|Grants Def+7 at start of turn if unit's HP <= 50%.|orange|Defiant Def 3|A Skill
defiant defense 3|Grants Def+7 at start of turn if unit's HP <= 50%.|orange|Defiant Def 3|A Skill
defiant def|Grants Def+7 at start of turn if unit's HP <= 50%.|orange|Defiant Def 3|A Skill
defiant defense|Grants Def+7 at start of turn if unit's HP <= 50%.|orange|Defiant Def 3|A Skill
defiant res 1|Grants Res+3 at start of turn if unit's HP <= 50%.|orange|Defiant Res 1|A Skill
defiant resistance 1|Grants Res+3 at start of turn if unit's HP <= 50%.|orange|Defiant Res 1|A Skill
defiant res 2|Grants Res+5 at start of turn if unit's HP <= 50%.|orange|Defiant Res 2|A Skill
defiant resistance 2|Grants Res+5 at start of turn if unit's HP <= 50%.|orange|Defiant Res 2|A Skill
defiant res 3|Grants Res+7 at start of turn if unit's HP <= 50%.|orange|Defiant Res 3|A Skill
defiant resistance 3|Grants Res+7 at start of turn if unit's HP <= 50%.|orange|Defiant Res 3|A Skill
defiant res|Grants Res+7 at start of turn if unit's HP <= 50%.|orange|Defiant Res 3|A Skill
defiant resistance|Grants Res+7 at start of turn if unit's HP <= 50%.|orange|Defiant Res 3|A Skill
defiant spd 1|Grants Spd+3 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 1|A Skill
defiant speed 1|Grants Spd+3 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 1|A Skill
defiant spd 2|Grants Spd+5 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 2|A Skill
defiant speed 2|Grants Spd+5 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 2|A Skill
defiant spd 3|Grants Spd+7 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 3|A Skill
defiant speed 3|Grants Spd+7 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 3|A Skill
defiant spd|Grants Spd+7 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 3|A Skill
defiant speed|Grants Spd+7 at start of turn if unit's HP <= 50%.|orange|Defiant Spd 3|A Skill
distant counter|Enables unit to counterattack regardless of distance to attacker.|orange|Distant Counter|A Skill
dc|Enables unit to counterattack regardless of distance to attacker.|orange|Distant Counter|A Skill
distant def 1|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+2 during combat.|orange|Distant Def 1|A Skill & Sacred Seal
distant defense 1|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+2 during combat.|orange|Distant Def 1|A Skill & Sacred Seal
distant def 2|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+4 during combat.|orange|Distant Def 2|A Skill & Sacred Seal
distant defense 2|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+4 during combat.|orange|Distant Def 2|A Skill & Sacred Seal
distant def 3|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
distant defense 3|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
distant def 12|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+24 during combat.|orange|Distant Def 12|A Skill & Sacred Seal
distant defense 12|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+24 during combat.|orange|Distant Def 12|A Skill & Sacred Seal
dd3|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
dragon dance 3|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
dd12|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+24 during combat.|orange|Distant Def 12|A Skill & Sacred Seal
dragon dance|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
distant def|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
distant defense|If unit is attacked by foe using bow, daggers, magic, or staff, unit receives Def/Res+6 during combat.|orange|Distant Def 3|A Skill & Sacred Seal
earth boost 1|If unit has at least 3 more HP than enemy at the start of combat, unit receives Def+2 during combat.|orange|Earth Boost 1|A Skill
earth boost 2|If unit has at least 3 more HP than enemy at the start of combat, unit receives Def+4 during combat.|orange|Earth Boost 2|A Skill
earth boost 3|If unit has at least 3 more HP than enemy at the start of combat, unit receives Def+6 during combat.|orange|Earth Boost 3|A Skill
earth boost|If unit has at least 3 more HP than enemy at the start of combat, unit receives Def+6 during combat.|orange|Earth Boost 3|A Skill
fire boost 1|If unit has at least 3 more HP than enemy at the start of combat, unit receives Atk+2 during combat.|orange|Fire Boost 1|A Skill
fire boost 2|If unit has at least 3 more HP than enemy at the start of combat, unit receives Atk+4 during combat.|orange|Fire Boost 2|A Skill
fire boost 3|If unit has at least 3 more HP than enemy at the start of combat, unit receives Atk+6 during combat.|orange|Fire Boost 3|A Skill
fire boost|If unit has at least 3 more HP than enemy at the start of combat, unit receives Atk+6 during combat.|orange|Fire Boost 3|A Skill
fortress def 1|Grants Def+3. Inflicts Atk-3.|orange|Fortress Def 1|A Skill
fortress defense 1|Grants Def+3. Inflicts Atk-3.|orange|Fortress Def 1|A Skill
fortress def 2|Grants Def+4. Inflicts Atk-3.|orange|Fortress Def 2|A Skill
fortress defense 2|Grants Def+4. Inflicts Atk-3.|orange|Fortress Def 2|A Skill
fortress def 3|Grants Def+5. Inflicts Atk-3.|orange|Fortress Def 3|A Skill
fortress defense 3|Grants Def+5. Inflicts Atk-3.|orange|Fortress Def 3|A Skill
fortress def|Grants Def+5. Inflicts Atk-3.|orange|Fortress Def 3|A Skill
fortress defense|Grants Def+5. Inflicts Atk-3.|orange|Fortress Def 3|A Skill
fortress res 1|Grants Res+3. Inflicts Atk-3.|orange|Fortress Res 1|A Skill
fortress resistance 1|Grants Res+3. Inflicts Atk-3.|orange|Fortress Res 1|A Skill
fortress res 2|Grants Res+4. Inflicts Atk-3.|orange|Fortress Res 2|A Skill
fortress resistance 2|Grants Res+4. Inflicts Atk-3.|orange|Fortress Res 2|A Skill
fortress res 3|Grants Res+5. Inflicts Atk-3.|orange|Fortress Res 3|A Skill
fortress resistance 3|Grants Res+5. Inflicts Atk-3.|orange|Fortress Res 3|A Skill
fortress res|Grants Res+5. Inflicts Atk-3.|orange|Fortress Res 3|A Skill
fortress resistance|Grants Res+5. Inflicts Atk-3.|orange|Fortress Res 3|A Skill
fury 1|Grants Atk/Spd/Def/Res+1. Unit takes 2 damage after combat.|orange|Fury 1|A Skill
fury 2|Grants Atk/Spd/Def/Res+2. Unit takes 4 damage after combat.|orange|Fury 2|A Skill
fury 3|Grants Atk/Spd/Def/Res+3. Unit takes 6 damage after combat.|orange|Fury 3|A Skill
fury|Grants Atk/Spd/Def/Res+3. Unit takes 6 damage after combat.|orange|Fury 3|A Skill
grani's shield|Neutralizes "effective against" bonuses.|orange|Grani's Shield|A Skill
granis shield|Neutralizes "effective against" bonuses.|orange|Grani's Shield|A Skill
hp def 1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp def +1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp def+1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp defense 1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp defense +1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp defense+1|Grants HP+3, Def+1.|orange|HP Def 1|A Skill
hp def 2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp def +2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp def+2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp defense 2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp defense +2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp defense+2|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp def|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp defense|Grants HP+4, Def+2.|orange|HP Def 2|A Skill
hp +3|Grants +3 to max HP.|orange|HP +3|A Skill & Sacred Seal
hp+3|Grants +3 to max HP.|orange|HP +3|A Skill & Sacred Seal
hp +4|Grants +4 to max HP.|orange|HP +4|A Skill & Sacred Seal
hp+4|Grants +4 to max HP.|orange|HP +4|A Skill & Sacred Seal
hp +5|Grants +5 to max HP.|orange|HP +5|A Skill & Sacred Seal
hp+5|Grants +5 to max HP.|orange|HP +5|A Skill & Sacred Seal
hp|Grants +5 to max HP.|orange|HP +5|A Skill & Sacred Seal
hp plus|Grants +5 to max HP.|orange|HP +5|A Skill & Sacred Seal
hp spd 1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp spd +1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp spd+1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp speed 1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp speed +1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp speed+1|Grants HP+3, Spd+1.|orange|HP Spd 1|A Skill
hp spd 2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp spd +2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp spd+2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp speed 2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp speed +2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp speed+2|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp spd|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
hp speed|Grants HP+4, Spd+2.|orange|HP Spd 2|A Skill
heavy blade 1|If unit's Atk - foe's Atk >= 5, unit gains Special cooldown charge +1 per attack.$(If using other similar skill, only highest value applied.)|orange|Heavy Blade 1|A Skill
heavy blade 2|If unit's Atk - foe's Atk >= 3, unit gains Special cooldown charge +1 per attack.$(If using other similar skill, only highest value applied.)|orange|Heavy Blade 2|A Skill
heavy blade 3|If unit's Atk - foe's Atk >= 1, unit gains Special cooldown charge +1 per attack.$(If using other similar skill, only highest value applied.)|orange|Heavy Blade 3|A Skill
heavy blade|If unit's Atk - foe's Atk >= 1, unit gains Special cooldown charge +1 per attack.$(If using other similar skill, only highest value applied.)|orange|Heavy Blade 3|A Skill
iote's shield|Neutralizes "effective against" bonuses.|orange|Iote's Shield|A Skill
iotes shield|Neutralizes "effective against" bonuses.|orange|Iote's Shield|A Skill
life and death 1|Grants Atk/Spd+3. Inflicts Def/Res-3.|orange|Life and Death 1|A Skill
life and death 2|Grants Atk/Spd+4. Inflicts Def/Res-4.|orange|Life and Death 2|A Skill
life and death 3|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
life and death|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
life & death|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
life + death|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
l&d|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
l+d|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
l&d3|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
l+d3|Grants Atk/Spd+5. Inflicts Def/Res-5.|orange|Life and Death 3|A Skill
mirror strike 1|Grants Atk/Res+2 during combat if unit initiates combat.|orange|Mirror Strike 1|A Skill
mirror strike 2|Grants Atk/Res+4 during combat if unit initiates combat.|orange|Mirror Strike 2|A Skill
mirror strike|Grants Atk/Res+4 during combat if unit initiates combat.|orange|Mirror Strike 2|A Skill
resistance +1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
resistance+1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
resistance 1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
res +1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
res+1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
res 1|Grants Res+1.|orange|Resistance +1|A Skill & Sacred Seal
resistance +2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
resistance+2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
resistance 2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
res +2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
res+2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
res 2|Grants Res+2.|orange|Resistance +2|A Skill & Sacred Seal
resistance +3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
resistance+3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
resistance 3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
res +3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
res+3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
res 3|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
resistance|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
res|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
resistance plus|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
res plus|Grants Res+3.|orange|Resistance +3|A Skill & Sacred Seal
